template,climate_zone_set,operation_type,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,assembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,notes
90.1-2016,ClimateZone 6,,Skylight,Plastic with Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 6,,Skylight,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Weighted Retail 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Weighted Warehouse 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Weighted Warehouse 90.1-2016,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Window,,,,0.85,True,True,,,0.55,0.55,
90.1-2016,ClimateZone 6,,Skylight,Without Curb,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Without Curb,Residential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Without Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 7,,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 7,,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 7,,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 7,,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 7,,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 7,,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.042,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.042,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.074,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.052,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.27,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0.0,,,,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.017,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.017,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof,,,,0.028,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,IEAD,Residential,Typical IEAD Roof,,,,0.028,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.029,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.029,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.037,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0.0,,,,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.071,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.071,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.123,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.044,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.044,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.072,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.049,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.042,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.064,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.064,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.68 SHGC 0.45 Simple Glazing Window,,,,0.68,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Metal framing (all other),Residential,U 0.68 SHGC 0.45 Simple Glazing Window,,,,0.68,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Metal framing (all other),Semiheated,U 0.77 SHGC 0.45 Simple Glazing Window,,,,0.77,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.38 SHGC 0.45 Simple Glazing Window,,,,0.38,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.28 SHGC 0.45 Simple Glazing Window,,,,0.28,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Nonmetal framing (all),Residential,U 0.28 SHGC 0.45 Simple Glazing Window,,,,0.28,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.32 SHGC 0.45 Simple Glazing Window,,,,0.32,True,True,,,,,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted HighriseApartment 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted Hospital 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted Hospital 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted MidriseApartment 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted Outpatient 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted Retail 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted StripMall 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted Warehouse 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,ExteriorWindow,Weighted Warehouse 90.1-2016,Semiheated,U 0.38 SHGC 0.45 Simple Glazing Window,,,,0.38,True,True,,,0.45,,
90.1-2016,ClimateZone 7,,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.40 SHGC 0.43 Dbl LoE Spec Sel Clr 3mm/6mm/6mm Air,,,,0.4,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Metal framing (entrance door),Residential,U 0.40 SHGC 0.43 Dbl LoE Spec Sel Clr 3mm/6mm/6mm Air,,,,0.4,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Metal framing (entrance door),Semiheated,U 0.44 SHGC 0.20 Dbl Ref-B-H Tint 6mm/13mm Air,,,,0.44,True,True,,,,,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted HighriseApartment 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted Hospital 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted Hospital 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted LargeHotel 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted MidriseApartment 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted Outpatient 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted Retail 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted SmallHotel 90.1-2016,Residential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted StripMall 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted Warehouse 90.1-2016,Nonresidential,U 0.33 SHGC 0.45 Simple Glazing Window,,,,0.33,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 7,,GlassDoor,Weighted Warehouse 90.1-2016,Semiheated,U 0.38 SHGC 0.45 Simple Glazing Window,,,,0.38,True,True,,,0.45,,
90.1-2016,ClimateZone 7,,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.671,,,,
90.1-2016,ClimateZone 7,,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.671,,,,
90.1-2016,ClimateZone 7,,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.86,,,,
90.1-2016,ClimateZone 7,,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 7,,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.51,,,,
90.1-2016,ClimateZone 7,,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.434,,,,
90.1-2016,ClimateZone 7,,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 7,,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.063,,,
90.1-2016,ClimateZone 7,,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.063,,,
90.1-2016,ClimateZone 7,,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,True,True,,0.119,,,
90.1-2016,ClimateZone 7,,Skylight,Glass with Curb,Nonresidential,U 0.5 SHGC 0.55 Simple Glazing Skylight,,,,0.5,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Glass with Curb,Residential,U 0.5 SHGC 0.55 Simple Glazing Skylight,,,,0.5,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Glass with Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Plastic with Curb,Nonresidential,U 0.5 SHGC 0.55 Simple Glazing Skylight,,,,0.5,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Plastic with Curb,Residential,U 0.5 SHGC 0.55 Simple Glazing Skylight,,,,0.5,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Plastic with Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.55 Simple Glazing Window,,,,0.5,True,True,,,0.55,,
90.1-2016,ClimateZone 7,,Skylight,Weighted Retail 90.1-2016,Nonresidential,U 0.5 SHGC 0.55 Simple Glazing Window,,,,0.5,True,True,,,0.55,,
90.1-2016,ClimateZone 7,,Skylight,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.55 Simple Glazing Window,,,,0.5,True,True,,,0.55,,
90.1-2016,ClimateZone 7,,Skylight,Weighted Warehouse 90.1-2016,Nonresidential,U 0.5 SHGC 0.55 Simple Glazing Window,,,,0.5,True,True,,,0.55,,
90.1-2016,ClimateZone 7,,Skylight,Weighted Warehouse 90.1-2016,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Window,,,,0.85,True,True,,,0.55,0.55,
90.1-2016,ClimateZone 7,,Skylight,Without Curb,Nonresidential,U 0.5 SHGC 0.55 Simple Glazing Skylight,,,,0.5,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Without Curb,Residential,U 0.5 SHGC 0.55 Simple Glazing Skylight,,,,0.5,True,True,,,,,
90.1-2016,ClimateZone 7,,Skylight,Without Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 8,,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 8,,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 8,,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 8,,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 8,,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 8,,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.038,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.038,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.064,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.052,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.033,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0.0,,,,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.017,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.017,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof,,,,0.028,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,IEAD,Residential,Typical IEAD Roof,,,,0.028,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.026,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.026,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.037,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0.0,,,,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.048,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.048,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.104,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.06,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.037,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.037,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.064,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.68 SHGC 0.45 Simple Glazing Window,,,,0.68,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Metal framing (all other),Residential,U 0.68 SHGC 0.45 Simple Glazing Window,,,,0.68,True,True,,,0.45,1.1,
90.1-2016,ClimateZone 8,,ExteriorWindow,Metal framing (all other),Semiheated,U 0.77 SHGC 0.45 Simple Glazing Window,,,,0.77,True,True,,,,,
90.1-2016,ClimateZone 8,,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.29 SHGC 0.45 Simple Glazing Window,,,,0.29,True,True,,,0.45,1.1,
