template,climate_zone_set,operation_type,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,assembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,notes
90.1-2016,ClimateZone 0,,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 0,,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 0,,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 0,,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 0,,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.322,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.322,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.322,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.35,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.35,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.35,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.282,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.282,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.282,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0.0,,,,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.081,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof - Highly Reflective,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,IEAD,Residential,Typical IEAD Roof - Highly Reflective,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.218,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof - Highly Reflective,,,,0.041,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof - Highly Reflective,,,,0.041,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.115,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0.0,,,,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.58,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.151,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.58,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.094,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.094,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.352,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.124,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.124,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.352,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.292,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.83 SHGC 0.22 Simple Glazing Window,,,,0.83,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Metal framing (all other),Residential,U 0.83 SHGC 0.22 Simple Glazing Window,,,,0.83,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Metal framing (all other),Semiheated,U 1.1 SHGC 0.45 Simple Glazing Window,,,,1.1,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.2 SHGC 0.45 Simple Glazing Window,,,,1.2,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.32 SHGC 0.22 Simple Glazing Window,,,,0.32,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Nonmetal framing (all),Residential,U 0.32 SHGC 0.22 Simple Glazing Window,,,,0.32,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.93 SHGC 0.45 Simple Glazing Window,,,,0.93,True,True,,,,,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted HighriseApartment 90.1-2016,Residential,U 0.49 SHGC 0.22 Simple Glazing Window,,,,0.49,True,True,,,0.22,,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted Hospital 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted Hospital 90.1-2016,Residential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Residential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted MidriseApartment 90.1-2016,Residential,U 0.49 SHGC 0.22 Simple Glazing Window,,,,0.49,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted Outpatient 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted Retail 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Residential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted StripMall 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted Warehouse 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,ExteriorWindow,Weighted Warehouse 90.1-2016,Semiheated,U 1.19 SHGC 0.45 Simple Glazing Window,,,,1.19,True,True,,,0.45,,
90.1-2016,ClimateZone 0,,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.65 SHGC 0.25 Dbl Ref-C-H Clr 6mm/6mm Air,,,,0.65,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Metal framing (entrance door),Residential,U 0.65 SHGC 0.25 Dbl Ref-C-H Clr 6mm/6mm Air,,,,0.65,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Metal framing (entrance door),Semiheated,U 0.88 SHGC 0.16 Sgl Ref-A-L Clr 6mm,,,,1.2,True,True,,,0.25,,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted HighriseApartment 90.1-2016,Residential,U 0.49 SHGC 0.22 Simple Glazing Window,,,,0.49,True,True,,,0.22,,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted Hospital 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted Hospital 90.1-2016,Residential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted LargeHotel 90.1-2016,Residential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted MidriseApartment 90.1-2016,Residential,U 0.49 SHGC 0.22 Simple Glazing Window,,,,0.49,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted Outpatient 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted Retail 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted SmallHotel 90.1-2016,Residential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted StripMall 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted Warehouse 90.1-2016,Nonresidential,U 0.5 SHGC 0.22 Simple Glazing Window,,,,0.5,True,True,,,0.22,1.1,
90.1-2016,ClimateZone 0,,GlassDoor,Weighted Warehouse 90.1-2016,Semiheated,U 1.19 SHGC 0.45 Simple Glazing Window,,,,1.19,True,True,,,0.45,,
90.1-2016,ClimateZone 0,,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,1.02,,,,
90.1-2016,ClimateZone 0,,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,1.02,,,,
90.1-2016,ClimateZone 0,,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,1.02,,,,
90.1-2016,ClimateZone 0,,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 0,,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 0,,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 0,,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 0,,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,True,True,,1.14,,,
90.1-2016,ClimateZone 0,,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,True,True,,1.14,,,
90.1-2016,ClimateZone 0,,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,True,True,,1.14,,,
90.1-2016,ClimateZone 0,,Skylight,Glass with Curb,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Glass with Curb,Residential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Glass with Curb,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Skylight,,,,1.8,True,True,,,0.55,,
90.1-2016,ClimateZone 0,,Skylight,Plastic with Curb,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Plastic with Curb,Residential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Plastic with Curb,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Skylight,,,,1.8,True,True,,,0.55,,
90.1-2016,ClimateZone 0,,Skylight,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Weighted Retail 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Weighted Warehouse 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Weighted Warehouse 90.1-2016,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Window,,,,1.8,True,True,,,0.55,,
90.1-2016,ClimateZone 0,,Skylight,Without Curb,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Without Curb,Residential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 0,,Skylight,Without Curb,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Skylight,,,,1.8,True,True,,,0.55,,
90.1-2016,ClimateZone 1,,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 1,,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 1,,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 1,,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 1,,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.37,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.322,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.322,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.322,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.35,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.35,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.35,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.282,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.282,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.282,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0.0,,,,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.081,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof - Highly Reflective,,,,0.048,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,IEAD,Residential,Typical IEAD Roof - Highly Reflective,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.218,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof - Highly Reflective,,,,0.041,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof - Highly Reflective,,,,0.041,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.1156,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0.0,,,,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.58,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,1151.0,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.58,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.094,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.094,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.352,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.124,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.124,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.352,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.292,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWindow,Metal framing (all other),Nonresidential,U 1.1 SHGC 0.25 Simple Glazing Window,,,,1.1,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Metal framing (all other),Residential,U 1.1 SHGC 0.25 Simple Glazing Window,,,,1.1,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Metal framing (all other),Semiheated,U 1.1 SHGC 0.45 Simple Glazing Window,,,,1.1,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.2 SHGC 0.45 Simple Glazing Window,,,,1.2,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.5 SHGC 0.25 Simple Glazing Window,,,,0.5,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Nonmetal framing (all),Residential,U 0.5 SHGC 0.25 Simple Glazing Window,,,,0.5,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.93 SHGC 0.45 Simple Glazing Window,,,,0.93,True,True,,,,,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted HighriseApartment 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted Hospital 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted Hospital 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
